Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Medabots 9: Metabee / Rokusho,3DS,2015.0,Role-Playing,Rocket Company,0.0,0.0,0.03,0.0,0.03,,,,,,
Divinity II: Ego Draconis,PC,2009.0,Role-Playing,DTP Entertainment,0.01,0.05,0.0,0.01,0.07,72.0,43.0,7.7,125.0,Larian Studios,M
Buffy the Vampire Slayer: Chaos Bleeds,XB,2003.0,Action,Vivendi Games,0.09,0.03,0.0,0.0,0.12,73.0,26.0,8.4,14.0,Eurocom Entertainment Software,T
NHL 12,PS3,2011.0,Sports,Electronic Arts,0.36,0.15,0.0,0.07,0.58,86.0,33.0,7.5,52.0,Electronic Arts,E10+
Dynasty Warriors 7,PS3,2011.0,Action,Tecmo Koei,0.25,0.13,0.46,0.06,0.91,57.0,25.0,7.4,57.0,Omega Force,T
FIFA Soccer 2002,PS2,2001.0,Sports,Electronic Arts,0.31,0.24,0.0,0.08,0.63,82.0,17.0,5.8,28.0,EA Sports,E
Castlevania: Harmony of Dissonance,GBA,2002.0,Platform,Konami Digital Entertainment,0.16,0.06,0.04,0.0,0.26,87.0,27.0,8.2,39.0,KCET,T
Disney Golf,PS2,2002.0,Sports,Electronic Arts,0.07,0.06,0.02,0.02,0.17,72.0,10.0,8.3,7.0,T&E Soft,E
FIFA Soccer 2003 (weekly jp sales),PS2,2002.0,Sports,Electronic Arts,0.0,0.0,0.04,0.0,0.04,,,,,,
Discovery Kids: Kitten Corner,DS,2009.0,Simulation,505 Games,0.42,0.0,0.0,0.03,0.44,,,tbd,,505 Games,E
Deer Drive,DS,2010.0,Sports,Mastiff,0.4,0.0,0.0,0.02,0.43,,,tbd,,Mastiff,T
Doraemon 4: Nobita to Toki no Okoku,SNES,1995.0,Platform,Epoch,0.0,0.0,0.06,0.0,0.06,,,,,,
Angel Blade: Neo Tokyo Guardians,PS,1997.0,Role-Playing,On Demand,0.12,0.08,0.0,0.01,0.21,,,,,,
Crime Life: Gang Wars,XB,2005.0,Action,Konami Digital Entertainment,0.04,0.01,0.0,0.0,0.05,30.0,19.0,3.4,9.0,Hothouse Creations,M
Battle Fantasia,X360,2008.0,Fighting,505 Games,0.07,0.0,0.01,0.01,0.09,71.0,22.0,6.6,8.0,Arc System Works,T
Wolfenstein: The New Order,X360,2014.0,Shooter,Bethesda Softworks,0.18,0.17,0.0,0.03,0.38,,,7.4,98.0,MachineGames,M
Super Dodge Ball,NG,1995.0,Sports,Technos Japan Corporation,0.0,0.0,0.02,0.0,0.02,,,,,,
Rubik's World,DS,2008.0,Puzzle,Game Factory,0.1,0.01,0.0,0.01,0.12,66.0,8.0,tbd,,Two Tribes,E
Anima - Gate of Memories,PS4,2016.0,Action,Avanquest,0.0,0.02,0.0,0.0,0.02,52.0,13.0,7.9,34.0,"Edge Entertainment, Anima Project",T
Virtua Racing,GEN,1994.0,Racing,Sega,0.0,0.0,0.26,0.0,0.26,,,,,,
Pokemon Mystery Dungeon: Gates to Infinity,3DS,2012.0,Role-Playing,Nintendo,0.44,0.29,0.47,0.07,1.27,59.0,46.0,6.3,134.0,"Nintendo, Spike Chunsoft",E
NASCAR 2005: Chase for the Cup,XB,2004.0,Racing,Electronic Arts,0.34,0.1,0.0,0.02,0.45,86.0,16.0,tbd,,EA Tiburon,E
We Love Golf!,Wii,2007.0,Sports,Capcom,0.19,0.0,0.03,0.02,0.24,,,,,,
WRC: World Rally Championship,PS2,2001.0,Racing,Sony Computer Entertainment,0.12,0.09,0.0,0.03,0.25,,,,,,
Street Fighter X Tekken,PSV,2012.0,Fighting,Capcom,0.1,0.04,0.01,0.03,0.19,79.0,25.0,7.5,66.0,Capcom,T
Famicom Mini: Super Mario Bros. 2,GBA,2004.0,Platform,Nintendo,0.0,0.0,0.41,0.01,0.42,,,,,,
The Princess and the Frog,DS,2009.0,Platform,Disney Interactive Studios,0.41,0.16,0.0,0.05,0.62,,,tbd,,Griptonite Games,E
Vin Diesel: Wheelman,X360,2009.0,Racing,Ubisoft,0.24,0.17,0.0,0.05,0.45,,,,,,
Pirates: Duels on the High Seas,DS,2008.0,Action,Oxygen Interactive,0.03,0.0,0.0,0.0,0.03,50.0,15.0,tbd,,Oxygen Interactive,E
Wakeboarding Unleashed Featuring Shaun Murray,XB,2003.0,Sports,Activision,0.04,0.01,0.0,0.0,0.05,80.0,23.0,8.8,9.0,Shaba Games,E
Battle Stadium D.O.N,PS2,2006.0,Fighting,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,,,,,,
My Fitness Coach 2: Exercise and Nutrition,Wii,2009.0,Sports,Black Bean Games,0.13,0.03,0.0,0.01,0.18,,,,,,
Alvin and the Chipmunks: Chipwrecked,X360,2011.0,Misc,505 Games,0.09,0.01,0.0,0.01,0.1,,,5.1,8.0,Behaviour Interactive,E10+
Shrek,XB,2001.0,Platform,TDK Mediactive,0.25,0.1,0.0,0.01,0.36,49.0,19.0,5.4,9.0,Digital Illusions,T
Battalion Wars,GC,2005.0,Strategy,Nintendo,0.25,0.07,0.07,0.01,0.4,76.0,43.0,8.8,18.0,Kuju Entertainment,T
Classic NES Series: Ice Climber,GBA,2004.0,Platform,Nintendo,0.1,0.04,0.2,0.01,0.34,66.0,12.0,tbd,,Nintendo,E
Dynasty Warriors 8: Empires,XOne,2014.0,Action,Tecmo Koei,0.04,0.02,0.0,0.01,0.07,58.0,10.0,6.8,15.0,Koei Tecmo Games,T
Eternal Poison,PS2,2008.0,Role-Playing,Banpresto,0.07,0.05,0.0,0.02,0.14,65.0,11.0,8.2,9.0,Flight-Plan,T
Nishijin Pachinko Monogatari 2,SNES,1996.0,Misc,KSS,0.0,0.0,0.03,0.0,0.03,,,,,,
Sesame Street: Elmo's Letter Adventure,PS,1998.0,Misc,NewKidCo,0.17,0.12,0.0,0.02,0.31,,,,,,
Dragon's Crown,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.25,0.07,0.17,0.05,0.53,82.0,62.0,8.3,288.0,Vanillaware,T
Pro Yakyuu Team o Tsukurou! 2,DS,2009.0,Sports,Sega,0.0,0.0,0.11,0.0,0.11,,,,,,
Cabela's Survival: Shadows of Katmai,X360,2011.0,Sports,Activision,0.14,0.03,0.0,0.01,0.18,,,3.5,6.0,Activision,T
NFL GameDay 2003,PS2,,Sports,Unknown,0.2,0.15,0.0,0.05,0.4,60.0,23.0,tbd,,989 Sports,E
Rugby World Cup 2011,X360,2011.0,Sports,505 Games,0.03,0.21,0.0,0.04,0.28,55.0,14.0,3.9,13.0,HB Studios Multimedia,E
Moshi Monsters: Moshlings Theme Park,DS,2012.0,Misc,Activision,0.03,0.33,0.0,0.04,0.4,,,tbd,,Black Lantern Studios,E
Crimson Skies: High Road to Revenge,XB,2003.0,Simulation,Microsoft Game Studios,0.65,0.19,0.0,0.03,0.87,88.0,49.0,8.8,45.0,FASA Studio,T
Smuggler's Run: Warzones,GC,2002.0,Misc,Take-Two Interactive,0.06,0.02,0.0,0.0,0.08,79.0,23.0,6.9,11.0,Rockstar San Diego,T
Guilty Gear XX Accent Core Plus,Wii,2009.0,Fighting,PQube,0.01,0.02,0.0,0.0,0.03,76.0,10.0,7.3,9.0,Arc System Works,T
F1 Challenge,SAT,1994.0,Racing,Sega,0.0,0.0,0.18,0.0,0.18,,,,,,
Custom Beat Battle: Draglade 2,DS,2008.0,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
Twisted Metal,PS,1995.0,Action,Sony Computer Entertainment,1.32,0.19,0.0,0.05,1.56,,,,,,
Special Forces: Nemesis Strike,XB,2005.0,Shooter,Hip Interactive,0.03,0.01,0.0,0.0,0.03,60.0,10.0,6.5,4.0,Asobo Studio,M
Ballistic: Ecks vs. Sever,GBA,2002.0,Shooter,BAM! Entertainment,0.07,0.03,0.0,0.0,0.1,,,,,,
Pokémon I Choose You / Squirtle Squad Game Boy Advance Video,GBA,2004.0,Misc,Nintendo,0.13,0.05,0.0,0.0,0.18,,,,,,
Mortal Kombat vs. DC Universe,X360,2008.0,Fighting,Midway Games,1.53,0.23,0.0,0.16,1.93,72.0,61.0,7.5,87.0,Midway,T
Shin Hisui no Shizuku: Hiiro no Kakera 2 Portable,PSP,2010.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,
Zumba Fitness: World Party,XOne,2013.0,Misc,Majesco Entertainment,0.17,0.05,0.0,0.02,0.24,73.0,5.0,6.2,40.0,Zoe Mode,E
Rainbow Islands: Revolution,PSP,2005.0,Action,Rising Star Games,0.01,0.0,0.0,0.0,0.01,,,,,,
Fast & Furious: Showdown,PS3,2013.0,Action,Activision,0.0,0.02,0.0,0.0,0.02,,,,,,
Family Game Night 4: The Game Show,X360,2011.0,Misc,Electronic Arts,0.07,0.0,0.0,0.01,0.08,,,tbd,,Electronic Arts,E
Timeshock! Pro Pinball,PS,1998.0,Misc,Empire Interactive,0.02,0.01,0.0,0.0,0.03,,,,,,
NHL 06,PS2,2005.0,Sports,Electronic Arts,0.48,0.02,0.0,0.08,0.58,78.0,27.0,8.5,29.0,EA Canada,E10+
Dragon Ball Z: Ultimate Tenkaichi,X360,2011.0,Fighting,Namco Bandai Games,0.39,0.1,0.01,0.04,0.54,55.0,24.0,5.8,52.0,Spike,T
All-Star Baseball 2002,GC,2001.0,Sports,Acclaim Entertainment,0.17,0.04,0.0,0.01,0.22,66.0,17.0,5.6,9.0,Acclaim,E
Famicom Mini: Mario Bros.,GBA,2004.0,Platform,Nintendo,0.0,0.0,0.08,0.0,0.08,,,,,,
Space Chimps,PS2,2008.0,Platform,Brash Entertainment,0.06,0.05,0.0,0.02,0.12,,,6.6,7.0,Red Tribe,E10+
Zenses: Rainforest,DS,2008.0,Puzzle,Game Factory,0.1,0.01,0.0,0.01,0.12,59.0,4.0,tbd,,Shin'en,E
Bust-A-Move '99,N64,1998.0,Puzzle,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,,,,,,
Alien,2600,1981.0,Action,20th Century Fox Video Games,0.74,0.04,0.0,0.01,0.79,,,,,,
Akuji the Heartless,PS,1998.0,Platform,Eidos Interactive,0.07,0.04,0.0,0.01,0.12,,,,,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,PS3,2015.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
Tomb Raider: Anniversary,PSP,2007.0,Action,Eidos Interactive,0.21,0.22,0.0,0.13,0.57,78.0,32.0,8.2,28.0,Crystal Dynamics,T
Disney's The Haunted Mansion,XB,2003.0,Platform,Take-Two Interactive,0.07,0.02,0.0,0.0,0.09,,,,,,
Daito Giken Koushiki Pachi-Slot Simulator: Shake II,PS2,2007.0,Misc,Paon,0.0,0.0,0.04,0.0,0.04,,,,,,
NASCAR 09,X360,2008.0,Racing,Electronic Arts,0.23,0.0,0.0,0.02,0.25,69.0,32.0,7.8,15.0,EA Games,E
To Love-Ru Trouble Darkness: Battle Ecstasy,PSV,2014.0,Action,FuRyu,0.0,0.0,0.05,0.0,0.05,,,,,,
Dora's Big Birthday Adventure,Wii,2010.0,Misc,Take-Two Interactive,0.09,0.01,0.0,0.01,0.1,,,tbd,,High Voltage Software,E
Chessmaster,XB,2004.0,Misc,Ubisoft,0.1,0.03,0.0,0.0,0.13,79.0,12.0,9,6.0,Ubisoft,E
Parlor! Mini 4,SNES,1996.0,Misc,Nippon Telenet,0.0,0.0,0.19,0.0,0.19,,,,,,
Sega Superstars Tennis,PS3,2008.0,Sports,Sega,0.13,0.2,0.0,0.07,0.4,67.0,31.0,7.4,7.0,Sumo Digital,E10+
Crazy Taxi: Fare Wars,PSP,2007.0,Racing,Sega,0.1,0.22,0.02,0.12,0.47,64.0,25.0,7.1,18.0,Sega,E10+
Band Hero,PS3,2009.0,Misc,Activision,0.41,0.23,0.0,0.11,0.74,76.0,45.0,5.7,9.0,Neversoft Entertainment,E10+
Secret Files 2: Puritas Cordis,Wii,2009.0,Adventure,Deep Silver,0.0,0.02,0.0,0.0,0.03,70.0,6.0,tbd,,Deep Silver,T
Just Dance 2014,PS4,2013.0,Misc,Ubisoft,0.19,0.16,0.0,0.07,0.41,75.0,4.0,5.5,51.0,Ubisoft,E10+
Dance Paradise,X360,2010.0,Misc,Mindscape,0.1,0.01,0.0,0.01,0.12,59.0,11.0,tbd,,"Mindscape Inc., Mindscape",T
Death Jr. II: Root of Evil,PSP,2006.0,Platform,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.05,68.0,34.0,7.3,9.0,Backbone Entertainment,T
Disgaea: Hour of Darkness,PS2,2003.0,Role-Playing,Tecmo Koei,0.16,0.13,0.0,0.04,0.33,84.0,42.0,8.9,74.0,Nippon Ichi Software,T
World of Warcraft: Warlords of Draenor,PC,2014.0,Action,Activision Blizzard,0.08,0.36,0.0,0.03,0.47,87.0,49.0,5.9,1154.0,Blizzard Entertainment,T
EA Sports Active 2,Wii,2010.0,Sports,Electronic Arts,0.76,0.39,0.0,0.11,1.26,79.0,8.0,8.1,22.0,EA Canada,E
Divinity II: Flames of Vengeance,PC,2010.0,Role-Playing,DTP Entertainment,0.0,0.02,0.0,0.01,0.03,72.0,4.0,8.3,15.0,Larian Studios,M
Daigasso! Band Brothers P,3DS,2013.0,Misc,Nintendo,0.0,0.0,0.18,0.0,0.18,,,,,,
The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,PS2,2007.0,Fighting,Banpresto,0.0,0.0,0.03,0.0,0.03,,,,,,
Hot Wheels: Beat That!,DS,2007.0,Racing,Activision,0.21,0.0,0.0,0.02,0.23,,,tbd,,Human Soft,E
Corpse Party: Book of Shadows,PSP,2011.0,Adventure,5pb,0.0,0.0,0.04,0.0,0.04,67.0,23.0,8.2,50.0,5pb,M
NBA Jam,Wii,2010.0,Sports,Electronic Arts,0.36,0.02,0.0,0.02,0.4,79.0,43.0,8.5,20.0,EA Canada,E
Pro Yaky? Spirits 2013,PSP,2013.0,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,,,,,,
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,PS2,2007.0,Misc,Sega,0.0,0.0,0.03,0.0,0.03,,,,,,
Dance Dance Revolution Ultramix,XB,2003.0,Simulation,Konami Digital Entertainment,0.42,0.11,0.0,0.02,0.54,82.0,24.0,8.8,10.0,Konami Computer Entertainment Hawaii,E
Disgaea: Afternoon of Darkness,PSP,2006.0,Role-Playing,Tecmo Koei,0.15,0.01,0.04,0.02,0.23,87.0,37.0,8.2,69.0,Nippon Ichi Software,T
Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS,DS,2005.0,Action,Sega,0.0,0.0,0.19,0.0,0.19,,,,,,
Sonic the Hedgehog,PS3,,Platform,,0.0,0.48,0.0,0.0,0.48,43.0,17.0,4.1,176.0,Sonic Team,E10+
Championship Foosball,Wii,2008.0,Sports,505 Games,0.09,0.0,0.0,0.01,0.09,,,tbd,,505 Games,E
Cities in Motion Collection,PC,2011.0,Simulation,Unknown,0.0,0.02,0.0,0.0,0.02,,,tbd,,Paradox Interactive,E
Street Fighter IV,PS3,2009.0,Fighting,Capcom,2.03,1.04,0.58,0.52,4.16,94.0,61.0,7.3,330.0,Capcom,T
SingStar Fussballhits,PS3,2010.0,Misc,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.03,,,,,,
The Idolmaster: Gravure For You! Vol.8,PS3,2012.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
Shadow Man,N64,1999.0,Action,Acclaim Entertainment,0.18,0.08,0.0,0.01,0.27,,,,,,
Grand Prix Legends,PC,1997.0,Racing,Vivendi Games,0.0,0.01,0.0,0.0,0.01,,,7.5,6.0,Papyrus,E
Final Fantasy V,SNES,1992.0,Role-Playing,SquareSoft,0.0,0.0,2.43,0.02,2.45,,,,,,
Xiaolin Showdown,DS,2006.0,Action,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.05,58.0,7.0,tbd,,Razorback Developments,E
Forza Motorsport,XB,2005.0,Racing,Microsoft Game Studios,0.52,0.51,0.0,0.02,1.05,92.0,73.0,7.6,213.0,Microsoft Game Studios,E
Atelier Totori: The Adventurer of Arland,PS3,2010.0,Role-Playing,Nippon Ichi Software,0.12,0.06,0.21,0.03,0.42,74.0,19.0,6.7,109.0,Gust,T
Alone in the Dark: One-Eyed Jack's Revenge,PS,1996.0,Adventure,Infogrames,0.17,0.12,0.0,0.02,0.31,,,,,,
WWF SmackDown! 2: Know Your Role,PS,2000.0,Fighting,THQ,1.76,1.21,0.07,0.16,3.2,,,,,,
Keroro RPG: Kishi to Musha to Densetsu no Kaizoku,DS,2010.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,,,
NCAA Football 11,X360,2010.0,Sports,Electronic Arts,0.86,0.0,0.0,0.06,0.92,86.0,29.0,7.1,70.0,EA Tiburon,E
Fishing Derby,2600,,Sports,Activision,0.48,0.03,0.0,0.01,0.51,,,,,,
Legacy of Kain: Soul Reaver,PS,,Action,Eidos Interactive,0.58,0.4,0.0,0.07,1.04,91.0,17.0,9,132.0,Crystal Dynamics,T
WWF War Zone,PS,1998.0,Fighting,Acclaim Entertainment,2.47,0.76,0.0,0.13,3.36,,,,,,
SSX 3,XB,2003.0,Sports,Electronic Arts,0.29,0.08,0.0,0.01,0.39,92.0,27.0,8.7,25.0,EA Canada,E
TRON: Evolution - Battle Grids,Wii,2010.0,Racing,Disney Interactive Studios,0.17,0.02,0.0,0.01,0.21,,,,,,
Bases Loaded '96: Double Header,PS,1995.0,Sports,Jaleco,0.28,0.19,0.0,0.03,0.5,,,,,,
Winning Eleven: Pro Evolution Soccer 2007,PSP,2006.0,Sports,Konami Digital Entertainment,0.01,0.72,0.12,0.01,0.86,81.0,10.0,8.3,14.0,KCET,E
Fashion Week Jr. Designer,DS,2009.0,Simulation,505 Games,0.04,0.0,0.0,0.0,0.04,,,tbd,,505 Games,E
Danny Phantom: Urban Jungle,DS,2006.0,Action,THQ,0.04,0.0,0.0,0.0,0.04,,,,,,
Galaxian,2600,1982.0,Shooter,Atari,0.72,0.05,0.0,0.01,0.77,,,,,,
Macross Ultimate Frontier,PSP,2009.0,Action,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,,,,,,
Samurai Warriors: Xtreme Legends,PS2,2004.0,Action,Tecmo Koei,0.04,0.03,0.36,0.01,0.45,72.0,17.0,8.6,13.0,Omega Force,T
Daikaijyuu Monogatari II,SNES,1996.0,Role-Playing,Hudson Soft,0.0,0.0,0.12,0.0,0.12,,,,,,
Rayman Raving Rabbids,DS,2007.0,Misc,Ubisoft,0.13,0.01,0.0,0.01,0.14,56.0,13.0,6.1,8.0,Ubisoft Bulgaria,E
Game Party,Wii,2007.0,Misc,Midway Games,1.47,0.77,0.0,0.24,2.48,25.0,8.0,4.3,26.0,Midway,E
Jewel Link Chronicles: Mountains of Madness,DS,,Puzzle,Avanquest,0.0,0.05,0.0,0.01,0.05,,,tbd,,Avanquest Software,E10+
Wild Earth: African Safari,Wii,2008.0,Simulation,Majesco Entertainment,0.1,0.02,0.0,0.01,0.12,60.0,7.0,tbd,,Super X Studios,E
Gladiator Begins,PSP,2010.0,Action,PQube,0.05,0.01,0.05,0.01,0.12,59.0,9.0,8,14.0,Acquire,M
Monster 4x4: Masters of Metal,GC,2003.0,Racing,Ubisoft,0.04,0.01,0.0,0.0,0.05,49.0,11.0,tbd,,Ubisoft,E
High Rollers Casino,PS2,2004.0,Misc,Mud Duck Productions,0.2,0.16,0.0,0.05,0.42,,,tbd,,Virtual Toys,E
Kanuchi: Shiroki Tsubasa no Shou,PS2,2008.0,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,,,,,,
Heavy Fire: Afghanistan,PC,2011.0,Shooter,Mastiff,0.02,0.0,0.0,0.0,0.02,,,3.2,5.0,,
Connect Four / Perfection / Trouble,GBA,2005.0,Misc,Zoo Digital Publishing,0.19,0.07,0.0,0.0,0.27,,,,,,
Phantasy Star Universe,X360,2006.0,Role-Playing,Sega,0.09,0.01,0.0,0.01,0.12,64.0,34.0,7.4,42.0,Sonic Team,T
Nobunaga no Yabou DS,DS,2006.0,Strategy,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,,,,,,
Michael Phelps: Push the Limit,X360,2011.0,Sports,505 Games,0.09,0.01,0.0,0.01,0.11,48.0,10.0,3.5,6.0,Blitz Games,E
Assassin's Creed Syndicate,XOne,2015.0,Action,Ubisoft,0.62,0.56,0.0,0.11,1.3,78.0,22.0,6.1,402.0,Ubisoft Quebec,M
KuruKuru Kururin,GBA,2001.0,Puzzle,Nintendo,0.0,0.0,0.3,0.01,0.31,,,,,,
Guitar Hero: Van Halen,Wii,2009.0,Misc,Activision,0.13,0.12,0.0,0.03,0.28,50.0,12.0,5.2,6.0,Neversoft Entertainment,T
A. IV Evolution: A Ressha de Ikou 4,PS,1994.0,Strategy,ArtDink,0.0,0.0,0.24,0.02,0.25,,,,,,
Mirror's Edge,PS3,2008.0,Platform,Electronic Arts,0.31,0.58,0.02,0.22,1.13,79.0,66.0,7.8,362.0,EA DICE,T
Shaun White Skateboarding,X360,2010.0,Sports,Ubisoft,0.1,0.05,0.0,0.01,0.16,61.0,34.0,5.3,7.0,Ubisoft Montreal,T
Top Spin 3,X360,2008.0,Action,Take-Two Interactive,0.09,0.4,0.0,0.07,0.56,78.0,47.0,7.6,36.0,Pam Development,E
Petz Fantasy 3D,3DS,2011.0,Simulation,Ubisoft,0.07,0.0,0.0,0.0,0.07,,,tbd,,Digital Kids,E
Spec Ops: The Line,PS3,2012.0,Shooter,Take-Two Interactive,0.19,0.23,0.04,0.08,0.54,77.0,27.0,8,350.0,Yager,M
Dark Souls II,PC,2014.0,Role-Playing,Namco Bandai Games,0.08,0.08,0.0,0.01,0.17,91.0,36.0,7.1,2318.0,From Software,T
Densetsu no Yuusha no Densetsu: Legendary Saga,PSP,2010.0,Role-Playing,Kadokawa Shoten,0.0,0.0,0.01,0.0,0.01,,,,,,
Armored Core 2: Another Age,PS2,2001.0,Simulation,Metro 3D,0.11,0.08,0.19,0.03,0.41,75.0,16.0,8.8,30.0,From Software,T
Madden NFL 08,PS2,2007.0,Sports,Electronic Arts,2.14,0.08,0.0,0.35,2.57,78.0,11.0,7.8,17.0,EA Tiburon,E
Batman: Arkham Knight,PS4,2015.0,Action,Warner Bros. Interactive Entertainment,1.53,1.69,0.1,0.64,3.95,87.0,89.0,7.6,2679.0,Rocksteady Studios,M
Suikoden: Tsumugareshi Hyakunen no Toki,PSP,2012.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13,,,,,,
Rugby League Live 3,X360,2015.0,Action,Tru Blu Entertainment,0.0,0.02,0.0,0.0,0.02,,,7,4.0,Big Ant Studios,E
Gran Turismo 2,PS,1999.0,Racing,Sony Computer Entertainment,3.88,3.42,1.69,0.5,9.49,93.0,23.0,9,135.0,Polyphony Digital,T
Rapala Pro Bass Fishing 2010,X360,2010.0,Sports,Activision,0.32,0.05,0.0,0.03,0.4,,,tbd,,FUN Labs,E
Senjou no Waltz,PSV,2014.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,,
Satisfashion,Wii,2010.0,Misc,Destineer,0.01,0.0,0.0,0.0,0.01,,,tbd,,XS Games,E
The Idolmaster: Gravure For You! Vol. 4,PS3,2012.0,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
Jade Cocoon 2,PS2,2001.0,Role-Playing,Ubisoft,0.05,0.04,0.0,0.01,0.1,76.0,16.0,7.8,22.0,Genki,T
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",PS2,2005.0,Action,Disney Interactive Studios,0.36,0.01,0.0,0.06,0.43,68.0,36.0,8.4,17.0,Traveller's Tales,T
Odin Sphere: Leifthrasir,PS4,2016.0,Role-Playing,Nippon Ichi Software,0.07,0.04,0.07,0.02,0.2,87.0,49.0,8.2,178.0,Vanillaware,T
Mafia II,X360,2010.0,Action,Take-Two Interactive,0.85,0.55,0.0,0.15,1.55,74.0,79.0,7.8,458.0,2K Czech,M
New Super Mario Bros. 2,3DS,2012.0,Platform,Nintendo,3.66,3.14,2.47,0.63,9.9,78.0,70.0,7.2,424.0,Nintendo,E
DeathSmiles,X360,2009.0,Shooter,Rising Star Games,0.15,0.06,0.05,0.02,0.28,76.0,29.0,8.4,47.0,Cave,T
Mat Hoffman's Pro BMX 2,GBA,2002.0,Sports,Activision,0.11,0.04,0.0,0.0,0.16,82.0,5.0,tbd,,HotGen,E
MLB SlugFest 2006,PS2,2006.0,Sports,Midway Games,0.13,0.1,0.0,0.03,0.26,56.0,11.0,7.5,10.0,Blue Shift,E10+
Otometeki Koi Kakumei * Love Revo,PS2,2006.0,Adventure,Interchannel,0.0,0.0,0.03,0.0,0.03,,,,,,
Viva Pinata,PC,2007.0,Simulation,Microsoft Game Studios,0.0,0.02,0.0,0.0,0.02,78.0,20.0,7.8,20.0,"Climax Group, Climax Studios",E
Crisis Core: Final Fantasy VII,PSP,2007.0,Role-Playing,Square Enix,1.35,0.59,0.8,0.43,3.18,83.0,67.0,8,463.0,Square Enix,T
Doko Demo Issyo,PS,1999.0,Misc,Sony Computer Entertainment,0.0,0.0,1.0,0.07,1.07,,,,,,
Project Eden,PS2,2001.0,Action,Eidos Interactive,0.04,0.03,0.0,0.01,0.09,71.0,20.0,7.8,8.0,Core Design Ltd.,T
Karaoke Revolution,XB,2004.0,Misc,Konami Digital Entertainment,0.06,0.02,0.0,0.0,0.09,80.0,13.0,8.5,4.0,Secret Level,E
Atari Anniversary Advance,GBA,2002.0,Misc,Atari,0.13,0.05,0.0,0.0,0.18,75.0,7.0,tbd,,Digital Eclipse,E
FIFA 2000,PS,1998.0,Sports,Electronic Arts,0.22,1.47,0.04,0.14,1.87,,,,,,
Dragon Ball: Origins (JP & incomplete US sales),DS,2008.0,Adventure,Atari,0.04,0.0,0.17,0.0,0.22,,,,,,
Onechanbara Special,PSP,2011.0,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,,
Amped 3,X360,2005.0,Sports,Take-Two Interactive,0.13,0.02,0.0,0.01,0.16,72.0,49.0,7.1,36.0,2K Sports,T
The Legend of Spyro: Dawn of the Dragon,DS,2008.0,Platform,Vivendi Games,0.26,0.15,0.0,0.05,0.46,57.0,9.0,6.8,10.0,Etranges Libellules,E
Indigo Prophecy,PS2,2005.0,Adventure,Atari,0.07,0.06,0.0,0.02,0.15,83.0,47.0,7.8,104.0,Quantic Dream,M
Petz Fashion: Dogz & Catz,DS,2009.0,Simulation,Ubisoft,0.1,0.0,0.0,0.01,0.11,,,,,,
Guitar Hero: On Tour Decades,DS,2008.0,Misc,Activision,0.84,0.57,0.0,0.16,1.57,72.0,40.0,8,5.0,Vicarious Visions,E10+
NEVES,DS,2007.0,Puzzle,Ignition Entertainment,0.01,0.0,0.0,0.0,0.02,70.0,26.0,tbd,,"Yuke's, Yuke's Company of America",E
"Pachi-Slot Teiou: Golgo 13 Las Vegas (JP sales, but wrong system)",PS2,2002.0,Misc,Media Entertainment,0.0,0.0,0.01,0.0,0.01,,,,,,
NBA Hangtime,N64,1997.0,Sports,GT Interactive,0.48,0.08,0.0,0.0,0.57,,,,,,
LocoRoco 2,PSP,2008.0,Platform,Sony Computer Entertainment,0.21,0.09,0.01,0.04,0.35,85.0,55.0,8.4,44.0,SCE Japan Studio,E
Nicktoons: Unite!,PS2,2005.0,Adventure,THQ,0.34,0.01,0.0,0.06,0.41,,,,,,
